"id","Number.of.Open.Complaints","Number.of.Policies","Response","Coverage","Education","EmploymentStatus","Gender","Location.Code","Marital.Status","Policy.Type","Policy","Renew.Offer.Type","Sales.Channel","Vehicle.Class","Vehicle.Size"
3012,1,3,2,1,5,2,2,2,2,2,6,1,2,1,3
3013,0,2,1,2,2,5,1,2,1,2,5,1,2,1,2
3014,0,2,1,1,4,2,2,2,1,2,6,1,2,1,2
3015,0,9,1,2,4,2,2,1,2,2,6,3,4,1,2
3016,0,3,1,1,4,5,1,2,3,2,4,1,1,1,3
3017,0,1,1,1,4,2,2,1,2,1,2,3,2,1,1
3018,1,1,1,3,4,5,1,2,2,2,6,3,2,6,1
3019,0,8,1,1,2,2,1,3,2,2,6,4,3,1,2
3020,0,7,1,3,4,2,2,2,2,2,6,1,1,1,2
3021,0,1,1,1,4,5,2,2,3,2,6,2,3,1,2
3022,1,1,2,1,2,2,1,1,2,2,6,1,1,5,2
3023,0,7,1,1,2,2,1,3,2,1,2,1,1,6,2
3024,1,6,2,2,4,2,2,1,1,2,6,1,1,1,2
3025,0,1,1,1,3,2,1,3,2,1,2,4,3,5,2
3026,1,9,1,1,1,2,2,2,2,2,6,1,3,6,2
3027,0,2,1,1,1,2,2,2,2,1,3,1,1,6,3
3028,0,2,1,1,4,5,2,2,3,1,3,4,4,5,2
3029,1,2,1,1,4,5,1,2,3,1,2,1,1,3,2
3030,0,1,1,1,1,5,2,2,3,2,5,1,3,5,1
3031,0,3,1,1,5,2,2,2,2,2,6,2,2,1,1
3032,0,1,1,1,4,2,2,3,2,2,4,4,2,1,2
3033,0,3,1,1,5,2,1,3,2,2,6,3,3,1,2
3034,4,1,1,1,1,2,1,2,1,2,5,2,2,4,2
3035,3,6,1,1,4,2,2,3,2,2,6,2,4,1,1
3036,0,1,2,1,4,4,1,2,3,2,5,1,1,5,2
3037,1,8,1,2,4,2,1,2,2,1,2,1,1,5,2
3038,0,6,1,2,1,5,1,2,3,2,5,4,1,1,2
3039,0,1,1,1,4,2,2,2,3,2,5,3,3,6,1
3040,0,2,1,2,2,3,2,1,2,2,5,1,3,1,2
3041,0,7,1,2,5,2,1,2,2,1,3,2,3,1,2
3042,0,1,1,1,1,2,2,2,1,2,6,1,1,1,2
3043,0,4,1,1,1,5,2,2,2,1,3,2,1,5,3
3044,0,1,2,2,1,2,1,2,3,2,4,2,1,5,2
3045,0,1,1,1,2,2,2,3,3,2,6,2,2,5,2
3046,0,1,2,1,5,2,2,2,2,2,6,3,4,6,3
3047,0,4,1,1,1,2,2,3,1,2,6,2,3,6,1
3048,0,9,1,1,5,2,1,3,2,2,4,2,3,1,2
3049,0,9,1,1,1,5,1,2,3,2,6,1,1,1,2
3050,0,1,1,1,3,2,1,3,3,2,6,1,2,6,2
3051,1,1,1,1,2,2,1,2,1,1,2,1,1,5,3
3052,0,3,1,3,2,2,2,1,2,2,6,4,2,5,2
3053,0,1,1,1,1,5,1,2,3,2,5,1,3,1,2
3054,0,3,1,1,1,5,2,2,2,1,2,2,4,1,2
3055,0,2,1,1,4,2,1,3,2,1,3,2,4,6,1
3056,0,7,1,2,5,2,1,3,2,2,6,2,4,3,2
3057,0,1,1,1,2,5,2,2,3,2,5,3,2,6,2
3058,0,2,1,1,4,5,1,2,2,2,4,3,3,1,3
3059,0,1,1,1,4,2,2,2,2,2,6,2,2,1,1
3060,0,3,1,1,1,2,2,1,3,1,3,1,1,6,2
3061,1,3,1,2,5,2,1,3,2,2,4,1,3,1,2
3062,1,1,1,3,1,5,2,2,2,2,5,2,3,1,2
3063,0,2,1,1,1,4,1,2,3,3,8,1,1,1,3
3064,0,1,1,1,5,2,1,1,2,2,4,1,1,5,2
3065,0,2,1,1,1,2,2,2,1,2,5,1,1,4,2
3066,0,1,1,2,4,5,2,2,3,2,6,1,3,5,2
3067,0,1,1,1,2,2,1,3,2,2,5,2,2,1,2
3068,0,5,1,2,1,2,2,1,2,2,6,1,1,2,3
3069,0,3,1,1,1,2,1,3,2,1,2,3,1,1,2
3070,0,4,1,1,1,2,1,3,2,1,3,1,2,1,2
3071,0,1,1,1,2,2,2,2,2,2,6,4,4,4,2
3072,0,3,1,1,1,2,2,2,2,2,4,3,1,3,3
3073,0,8,1,1,2,2,1,1,2,1,1,1,2,1,2
3074,0,2,1,1,3,2,2,1,2,2,4,2,3,6,2
3075,0,6,1,1,1,2,1,2,2,2,6,3,2,6,2
3076,0,2,1,1,4,2,1,2,3,1,3,1,2,5,2
3077,0,3,1,1,4,5,2,2,3,2,6,1,1,1,2
3078,0,8,1,1,2,2,1,3,2,2,4,3,3,6,2
3079,0,6,1,2,2,2,1,3,2,3,8,1,3,1,2
3080,0,1,1,3,1,5,2,2,3,1,1,1,1,1,2
3081,0,3,1,2,5,2,2,1,2,2,4,3,4,1,2
3082,1,1,1,1,2,2,2,1,2,1,3,4,1,5,2
3083,0,6,1,2,1,2,1,3,3,1,2,2,1,6,3
3084,0,2,2,3,1,1,1,2,1,3,8,1,1,1,2
3085,0,1,1,1,4,2,1,2,2,2,6,3,3,6,2
3086,0,1,1,3,4,2,1,2,2,2,6,2,4,5,3
3087,0,3,1,2,4,1,2,2,2,2,6,2,1,1,3
3088,0,2,2,1,4,2,1,2,2,2,5,2,1,6,1
3089,0,3,1,1,2,2,1,2,2,3,7,4,2,1,3
3090,2,1,1,1,4,2,1,2,3,2,6,2,3,1,2
3091,2,7,1,1,2,5,1,2,3,2,6,1,3,4,2
3092,0,1,1,2,2,2,2,1,2,2,6,4,2,5,2
3093,0,2,1,1,1,2,1,2,2,2,6,3,1,1,2
3094,0,3,2,1,4,2,2,2,2,1,3,2,1,1,2
3095,0,1,1,3,5,2,1,3,2,2,6,1,1,1,2
3096,0,1,1,1,1,2,2,1,2,2,6,4,1,6,2
3097,0,1,1,2,4,5,1,2,3,1,1,2,2,6,2
3098,0,3,2,2,4,2,1,2,1,1,3,2,1,1,2
3099,0,1,1,1,2,5,2,1,1,2,6,1,3,1,2
3100,0,2,1,1,4,2,2,1,2,1,1,2,1,6,2
3101,0,2,1,3,2,5,2,2,3,2,5,2,4,5,2
3102,2,5,1,1,5,2,1,1,2,2,4,1,3,6,3
3103,0,6,1,1,5,2,2,1,2,2,5,2,1,6,2
3104,0,1,1,2,3,5,2,3,2,2,4,2,3,4,2
3105,0,2,1,2,1,2,1,2,2,3,8,3,1,1,2
3106,0,2,1,2,4,2,2,1,2,1,2,4,4,6,2
3107,0,3,1,2,1,2,1,2,3,2,5,1,2,6,3
3108,0,4,1,2,2,2,1,1,2,2,4,2,4,1,2
3109,0,4,1,1,2,5,2,2,3,1,3,1,1,5,3
3110,0,2,1,1,5,4,1,2,2,2,6,2,2,1,3
3111,0,5,2,1,2,4,2,2,3,3,9,1,1,1,2
3112,1,1,1,2,4,1,2,2,2,2,6,1,3,1,2
3113,0,7,1,1,2,5,1,2,3,2,5,2,1,5,2
3114,0,1,1,1,2,2,2,2,2,2,4,3,1,1,2
3115,0,8,2,3,5,1,1,2,1,2,5,1,4,5,2
3116,0,3,1,2,4,2,2,1,1,2,4,1,3,1,2
3117,1,1,1,2,4,2,1,2,2,1,2,2,4,1,2
3118,0,1,1,1,5,2,1,1,2,2,5,1,4,5,2
3119,0,7,1,1,1,2,2,2,2,2,6,2,1,1,3
3120,0,4,1,1,4,5,1,2,3,2,6,1,1,5,1
3121,0,3,1,1,1,2,2,1,2,2,6,2,3,1,2
3122,0,2,1,1,3,5,1,2,3,2,6,4,2,6,3
3123,0,1,1,1,2,2,1,3,2,2,6,2,3,1,2
3124,0,2,1,1,4,5,1,2,3,2,6,2,1,1,2
3125,0,1,1,2,4,2,1,3,2,2,6,1,1,1,1
3126,0,1,1,1,4,1,1,2,1,2,5,1,1,5,2
3127,0,1,1,2,2,2,1,3,2,2,6,4,2,1,2
3128,0,7,1,2,2,2,1,2,2,2,6,1,2,1,2
3129,0,3,1,1,1,2,2,3,2,2,6,1,1,1,2
3130,0,5,1,1,2,2,2,1,2,2,5,1,2,1,2
3131,0,1,1,1,2,5,2,2,3,2,6,4,3,1,2
3132,0,6,1,2,4,5,1,2,2,2,6,1,1,1,3
3133,0,2,1,1,4,2,2,2,2,2,6,3,1,1,2
3134,0,6,1,1,2,1,1,2,2,2,6,2,1,6,3
3135,0,2,1,2,4,5,1,2,1,1,2,1,2,6,2
3136,2,2,1,1,2,5,2,2,3,2,6,1,1,1,2
3137,0,2,1,1,3,2,2,1,2,2,6,4,1,6,2
3138,0,1,1,2,3,3,2,3,2,1,2,2,1,1,2
3139,2,4,1,1,1,3,2,2,3,1,3,1,3,1,2
3140,0,2,1,1,1,2,2,2,3,2,6,3,3,5,2
3141,0,9,1,1,1,2,2,3,2,2,5,2,1,4,3
3142,0,2,2,2,4,4,1,2,1,2,5,1,1,1,1
3143,1,1,1,2,1,5,1,2,2,1,3,3,4,6,2
3144,0,3,2,1,4,2,2,2,2,2,6,2,1,1,2
3145,0,1,1,1,1,5,2,2,2,1,3,1,1,6,3
3146,0,2,1,1,1,5,2,2,2,1,2,2,1,2,3
3147,0,9,1,1,5,2,2,3,2,2,6,2,2,6,2
3148,1,9,2,1,4,4,2,2,2,1,1,1,4,4,2
3149,1,2,1,1,4,5,2,2,3,2,6,1,3,1,3
3150,0,2,1,2,5,5,1,2,2,2,6,1,2,5,2
3151,0,2,1,1,1,2,2,2,1,2,4,1,2,4,3
3152,0,7,1,1,2,5,1,2,3,2,4,1,1,1,2
3153,0,4,1,2,4,5,2,2,3,2,6,1,1,5,2
3154,0,1,1,1,2,2,2,2,2,2,6,4,2,5,2
3155,0,4,1,3,1,2,2,3,2,2,6,2,3,6,1
3156,0,2,2,2,5,5,2,2,3,2,4,1,1,5,3
3157,1,2,2,2,2,2,1,2,2,1,3,1,2,2,3
3158,0,5,1,2,2,2,2,3,2,1,3,1,1,1,2
3159,1,1,2,1,5,2,1,1,2,2,5,2,4,1,1
3160,0,1,1,2,4,5,2,2,2,2,6,2,3,6,2
3161,0,2,1,2,4,2,2,2,2,2,5,2,2,1,2
3162,0,6,1,2,2,2,2,2,1,1,3,1,1,1,2
3163,0,2,1,3,3,2,2,2,3,1,3,3,1,1,2
3164,0,9,1,1,4,2,2,2,2,2,6,1,2,1,2
3165,0,3,1,1,4,2,2,2,2,3,8,2,2,1,2
3166,0,6,1,1,4,2,2,3,1,1,3,2,2,5,3
3167,0,4,1,1,4,2,1,2,2,2,5,4,4,1,3
3168,0,3,1,3,2,5,2,2,2,2,6,1,2,1,3
3169,0,2,2,1,3,2,2,2,2,2,6,1,1,5,1
3170,0,9,1,1,1,2,1,3,2,1,2,1,2,1,2
3171,0,1,1,1,1,2,1,1,2,1,3,2,2,4,2
3172,0,2,1,1,4,5,1,2,3,2,6,2,1,1,2
3173,1,1,1,1,5,2,2,1,2,1,2,4,3,1,2
3174,0,3,1,2,1,2,2,2,2,2,6,2,1,1,3
3175,0,1,1,1,1,2,1,3,2,2,4,1,1,6,2
3176,0,1,2,3,2,2,2,2,2,2,6,2,2,1,2
3177,0,1,2,2,3,2,1,2,2,2,6,2,1,1,2
3178,0,2,1,1,2,2,1,3,2,2,6,4,3,6,2
3179,2,1,1,1,2,5,2,2,3,2,6,1,3,1,2
3180,0,2,1,2,4,2,1,3,2,2,6,2,4,1,2
3181,1,8,1,1,1,5,1,2,3,1,2,1,1,5,1
3182,0,2,1,3,2,5,1,2,3,2,5,1,1,1,2
3183,0,1,1,2,1,2,1,3,3,2,6,1,2,1,2
3184,0,7,2,1,4,2,1,3,3,2,6,1,1,5,3
3185,0,2,1,1,4,2,2,1,1,2,4,2,1,3,2
3186,1,2,1,1,2,2,1,1,2,2,6,1,2,1,2
3187,0,8,1,1,1,3,2,2,1,2,6,2,2,1,1
3188,0,3,1,1,1,4,2,2,3,2,6,2,3,6,2
3189,0,8,1,2,1,2,2,2,3,2,4,1,1,6,1
3190,2,1,1,1,1,2,2,3,2,2,6,3,3,2,2
3191,0,1,1,1,2,2,1,2,2,2,6,2,2,5,2
3192,0,7,1,1,5,2,2,2,2,2,6,3,1,1,3
3193,1,1,1,2,2,2,2,2,1,2,6,2,3,5,1
3194,0,1,2,2,1,4,1,2,1,2,6,2,3,1,2
3195,2,2,1,2,2,1,1,2,2,1,3,3,2,6,2
3196,0,1,1,1,1,2,1,2,2,2,5,4,4,3,2
3197,0,3,1,1,1,2,2,1,2,2,4,4,4,1,2
3198,0,1,1,1,4,2,1,3,2,2,5,2,3,1,2
3199,0,2,1,1,1,2,2,1,2,2,5,3,2,6,2
3200,0,2,2,3,2,2,2,2,2,2,6,1,2,6,2
3201,1,1,1,2,2,2,1,3,2,2,4,1,1,1,2
3202,0,1,1,3,2,5,2,2,3,1,2,3,1,4,2
3203,1,2,1,2,5,2,2,2,1,2,6,1,4,5,3
3204,0,2,1,3,4,2,2,2,2,2,6,3,4,4,2
3205,5,5,1,2,2,2,2,3,3,2,6,3,1,1,2
3206,0,6,1,2,1,2,1,2,2,1,2,1,2,6,2
3207,0,1,2,1,1,5,2,2,2,2,6,2,1,5,2
3208,0,2,1,1,2,2,2,3,2,2,5,3,2,1,2
3209,0,1,1,1,1,2,1,1,3,2,5,1,1,6,2
3210,0,2,1,1,2,2,2,3,2,2,5,2,2,6,2
3211,0,2,1,1,4,2,1,1,3,1,1,1,1,3,3
3212,0,3,1,3,1,2,2,3,2,2,6,1,1,1,1
3213,0,7,1,1,4,2,1,1,2,2,6,2,1,6,2
3214,0,4,1,1,2,2,1,3,2,2,6,1,1,5,3
3215,0,1,1,3,1,2,1,2,1,2,5,4,2,6,3
3216,0,6,1,2,1,2,1,2,2,2,4,2,1,1,1
3217,1,1,1,1,1,2,1,1,1,2,5,1,2,1,3
3218,0,2,1,2,3,2,2,3,3,2,6,1,1,5,2
3219,0,2,1,2,1,5,1,1,2,2,6,3,2,1,2
3220,0,1,2,2,2,5,2,2,2,1,3,2,1,5,2
3221,2,2,1,1,4,2,1,2,1,2,5,2,3,1,3
3222,1,1,1,1,1,2,1,1,2,2,6,2,1,5,3
3223,1,2,1,2,5,2,1,1,2,2,6,2,2,6,2
3224,0,9,1,2,1,1,2,2,2,2,4,3,1,1,2
3225,0,1,1,1,2,3,1,2,2,2,6,1,2,1,2
3226,0,1,2,2,2,2,1,2,2,1,2,2,1,6,3
3227,0,2,1,2,2,2,2,2,3,1,2,1,1,5,3
3228,0,5,1,2,4,2,2,2,2,2,5,4,3,1,2
3229,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1
3230,3,2,1,1,3,2,1,3,2,2,5,3,3,6,2
3231,0,1,1,2,2,5,1,2,3,2,4,1,2,1,2
3232,5,1,1,2,4,2,1,2,2,2,6,4,1,5,3
3233,2,2,1,2,1,5,2,2,2,2,4,2,2,6,1
3234,3,2,2,1,2,5,1,2,3,2,6,1,1,1,1
3235,1,1,1,1,1,2,2,1,2,2,6,1,3,5,2
3236,0,1,2,2,3,2,2,2,2,2,5,2,2,5,2
3237,1,5,2,1,2,4,2,2,2,2,6,2,1,6,2
3238,0,3,1,1,2,2,1,1,2,2,6,3,1,4,2
3239,0,2,1,1,4,2,1,3,2,1,3,4,2,1,3
3240,1,1,1,2,1,2,1,1,2,2,6,2,4,4,2
3241,0,2,1,1,2,2,2,3,2,1,1,4,2,5,2
3242,0,9,1,1,4,2,2,1,1,1,3,1,3,1,2
3243,0,2,1,1,5,2,2,2,2,2,6,1,3,1,3
3244,0,5,2,1,1,5,1,2,2,1,3,1,3,1,2
3245,0,1,1,2,4,5,1,2,2,1,3,1,1,5,3
3246,0,3,1,2,1,5,2,2,3,2,5,1,2,1,2
3247,0,8,1,2,4,2,1,2,2,3,9,2,1,1,2
3248,3,3,1,2,4,2,2,1,1,2,6,1,2,1,3
3249,1,4,1,3,1,5,2,2,3,3,8,2,2,6,2
3250,1,2,1,1,4,5,2,2,2,2,6,3,3,1,2
3251,0,1,1,2,3,2,1,1,2,2,6,4,1,1,2
3252,0,1,1,1,5,5,2,2,3,2,5,1,4,5,2
3253,0,2,1,1,4,2,2,2,2,2,4,2,3,5,2
3254,0,1,1,1,1,2,2,3,1,2,5,3,4,1,2
3255,0,1,1,3,2,2,1,2,1,2,6,1,4,5,2
3256,2,2,1,1,1,2,2,3,1,2,6,1,1,6,2
3257,3,9,2,1,1,2,2,1,2,2,6,2,1,5,2
3258,1,4,1,2,4,5,2,2,3,2,5,3,2,1,2
3259,0,6,1,1,2,2,1,2,3,2,4,1,4,1,2
3260,0,2,1,1,1,2,1,3,3,2,6,2,3,1,2
3261,0,2,1,1,1,2,2,3,2,2,6,2,3,5,3
3262,0,1,1,1,4,2,2,3,2,1,2,2,2,1,2
3263,0,3,1,3,4,1,2,2,2,2,4,1,3,5,2
3264,0,9,2,2,1,4,2,2,2,2,6,2,1,6,2
3265,0,2,1,3,1,2,1,2,1,2,6,1,1,1,1
3266,0,1,2,1,4,2,2,1,2,2,5,2,1,6,2
3267,1,9,1,1,1,2,2,2,2,2,6,1,2,1,3
3268,1,2,1,1,2,2,2,2,2,2,6,1,1,4,2
3269,0,9,1,1,2,2,1,3,2,2,4,1,1,6,2
3270,0,6,1,2,4,5,2,2,3,2,6,1,2,1,3
3271,1,3,1,1,2,5,1,2,3,2,6,1,2,1,1
3272,3,3,1,1,2,2,2,2,1,2,5,1,2,1,2
3273,0,3,1,1,4,5,2,2,3,2,4,1,3,6,2
3274,0,6,1,2,1,2,2,2,2,3,8,2,1,3,3
3275,0,3,2,1,2,5,1,2,2,2,4,1,1,5,2
3276,1,1,1,1,3,2,1,3,2,2,6,3,3,1,2
3277,0,3,1,1,1,3,1,2,2,2,6,1,1,5,3
3278,0,2,1,2,1,3,2,2,2,2,4,3,1,1,2
3279,0,3,1,1,2,5,2,2,3,2,6,3,3,5,3
3280,0,9,1,1,4,2,2,2,2,2,4,4,2,1,3
3281,0,4,1,1,1,2,2,2,2,2,5,1,2,6,2
3282,0,3,1,3,2,5,1,2,3,2,6,1,1,1,2
3283,3,9,2,1,1,2,2,2,1,2,6,2,2,6,2
3284,2,2,1,2,4,3,1,1,1,2,6,1,2,6,2
3285,0,2,1,1,5,2,1,2,2,2,4,1,1,6,1
3286,0,2,1,2,1,5,2,2,3,3,9,2,3,6,2
3287,0,6,1,2,4,2,2,2,2,2,5,3,3,1,2
3288,0,1,1,1,5,2,2,2,3,2,4,3,2,1,1
3289,0,3,1,1,2,2,1,3,2,1,3,4,4,1,2
3290,1,8,1,1,4,2,1,3,2,2,6,1,4,1,2
3291,0,1,1,3,2,5,2,2,3,1,2,2,4,1,3
3292,0,1,1,3,1,2,1,2,3,2,5,1,1,6,2
3293,0,2,1,1,4,5,2,2,2,2,6,1,3,5,2
3294,0,2,1,1,4,2,2,1,2,1,3,2,4,1,2
3295,0,1,1,2,4,5,2,2,3,1,1,1,4,1,3
3296,0,7,1,2,2,2,2,2,3,2,6,3,1,1,2
3297,0,8,1,1,4,2,1,1,2,1,3,1,2,1,1
3298,0,2,1,1,1,3,2,2,2,2,6,3,1,1,2
3299,0,1,1,2,4,2,2,2,2,2,4,2,1,1,2
3300,1,5,1,2,4,2,2,3,2,2,5,2,2,6,3
3301,0,1,1,1,5,2,1,2,2,2,6,3,1,6,2
3302,0,7,1,1,1,5,1,2,2,2,6,2,1,5,2
3303,0,3,1,2,2,5,2,2,3,1,3,1,1,5,2
3304,0,2,1,1,2,3,2,3,2,2,4,3,1,1,2
3305,0,1,1,1,4,2,2,2,3,2,6,1,2,6,2
3306,0,1,1,1,1,2,1,1,2,1,1,1,1,3,3
3307,0,3,1,3,1,3,1,2,2,1,3,2,3,1,2
3308,4,1,1,1,5,2,2,2,2,2,5,1,2,5,2
3309,0,2,2,1,2,3,1,2,2,1,1,1,2,4,1
3310,0,2,1,2,2,5,1,2,3,3,8,1,3,1,2
3311,0,7,1,3,2,2,2,2,3,2,4,1,3,1,3
3312,0,1,1,3,4,5,2,2,3,2,5,3,2,1,3
3313,0,9,1,1,4,5,2,2,2,2,6,2,1,1,1
3314,2,1,1,2,1,5,1,2,3,2,5,1,4,5,2
3315,0,1,1,2,4,3,2,2,2,1,1,3,3,1,2
3316,0,1,1,1,3,5,1,2,3,2,5,1,2,1,2
3317,0,1,1,1,5,2,1,3,2,2,6,2,4,3,2
3318,0,2,1,1,4,2,1,3,1,2,6,1,1,1,1
3319,0,1,1,2,1,5,2,2,3,2,5,1,1,5,2
3320,0,3,1,2,1,2,1,1,1,2,4,2,1,1,2
3321,0,1,1,2,4,2,1,2,2,2,4,4,1,5,1
3322,1,1,1,3,1,2,2,2,2,2,5,2,3,1,3
3323,0,9,2,1,2,3,1,2,3,1,3,2,4,1,1
3324,0,8,1,1,4,2,1,2,2,1,2,3,2,1,2
3325,0,1,1,1,3,5,2,2,2,2,5,4,3,1,2
3326,0,2,1,1,1,2,1,1,3,2,6,1,2,4,2
3327,1,3,1,3,1,2,1,1,3,2,4,1,2,6,2
3328,1,1,1,2,5,5,2,2,2,2,5,1,1,4,2
3329,3,3,1,1,1,5,1,3,1,2,6,2,2,6,2
3330,1,7,1,1,1,2,1,1,1,1,3,1,3,1,2
3331,2,1,1,1,3,2,1,2,2,2,5,4,4,1,3
3332,0,7,1,1,3,2,1,3,2,2,5,1,1,5,2
3333,0,7,1,2,1,2,2,2,2,2,5,3,3,1,3
3334,1,2,1,1,1,2,1,2,1,1,3,4,2,1,3
3335,0,2,1,2,2,5,2,2,3,2,6,1,1,1,3
3336,0,1,2,1,1,2,1,3,2,2,6,2,1,1,2
3337,0,1,2,2,1,2,1,2,1,2,4,1,1,1,2
3338,0,9,1,2,2,5,1,2,2,2,5,4,2,1,2
3339,0,8,1,1,3,2,1,1,2,2,5,3,1,1,2
3340,0,2,1,1,5,3,1,2,2,2,5,2,1,6,1
3341,0,1,1,1,5,2,2,2,2,2,6,2,2,6,3
3342,3,9,1,2,2,2,2,1,2,2,6,3,3,1,2
3343,0,1,1,2,1,2,2,2,2,3,8,1,1,5,2
3344,0,1,1,1,1,2,1,1,2,2,6,4,1,1,3
3345,0,2,1,1,1,5,1,2,3,2,6,2,1,5,1
3346,0,6,1,1,4,5,2,2,2,2,4,4,1,1,2
3347,0,1,2,2,3,2,2,2,2,1,3,2,2,5,2
3348,0,1,2,2,2,2,1,2,1,2,5,1,2,1,2
3349,1,2,1,1,1,2,2,2,2,1,1,3,1,1,1
3350,0,2,1,2,1,2,1,3,3,3,8,1,4,5,3
3351,0,2,2,2,2,2,2,2,3,1,3,2,2,1,2
3352,0,1,1,1,2,2,1,2,2,2,6,4,2,5,2
3353,0,7,1,1,3,5,2,2,2,2,5,2,4,5,3
3354,1,3,1,1,4,5,1,2,3,1,3,1,1,1,2
3355,0,2,1,1,2,2,1,2,2,2,6,2,4,5,3
3356,1,1,1,1,2,5,2,2,2,2,4,1,3,6,3
3357,0,1,2,1,3,2,2,1,1,2,6,1,1,1,1
3358,0,9,2,2,4,5,2,2,2,1,1,1,1,5,2
3359,0,1,1,1,2,2,1,1,2,2,4,2,2,1,2
3360,0,9,1,1,4,2,1,1,2,2,5,3,4,1,2
3361,3,3,1,1,2,3,2,2,2,2,5,4,1,1,3
3362,0,6,1,2,1,5,1,2,3,2,5,2,4,1,2
3363,0,1,1,1,4,2,1,2,1,2,5,4,2,6,3
3364,0,8,1,1,1,2,1,2,2,2,6,3,3,1,3
3365,0,2,2,2,5,4,1,2,2,3,9,2,1,6,2
3366,2,2,1,2,1,5,1,2,3,1,2,1,1,1,2
3367,0,2,1,1,1,2,2,2,2,1,2,3,1,6,2
3368,0,3,1,2,2,2,2,1,2,2,4,3,3,1,2
3369,0,9,1,1,2,2,1,3,2,2,6,3,2,5,3
3370,0,2,1,2,2,2,1,2,2,2,5,2,2,6,2
3371,0,1,1,1,3,1,1,2,2,2,6,1,3,1,3
3372,0,1,2,3,2,2,2,2,2,1,1,2,2,1,2
3373,0,2,1,3,5,2,1,1,2,1,2,2,2,5,2
3374,1,9,2,1,4,4,2,2,2,2,5,1,4,4,2
3375,0,1,1,3,4,2,2,1,2,2,5,2,4,1,2
3376,0,1,1,1,4,3,1,2,2,1,3,3,2,6,2
3377,0,1,1,2,2,2,2,2,1,2,6,1,4,1,2
3378,0,1,1,2,4,2,2,3,2,1,3,4,1,6,2
3379,0,5,2,1,2,2,2,2,2,2,5,2,3,5,2
3380,0,3,1,1,4,2,1,3,2,1,3,4,1,1,2
3381,0,6,1,1,4,2,2,2,2,1,2,2,2,1,1
3382,1,1,1,1,2,5,2,2,3,2,5,1,1,6,2
3383,0,3,1,3,4,2,1,1,2,2,5,1,2,1,2
3384,0,1,2,1,1,2,2,2,2,1,2,2,1,6,2
3385,0,9,1,1,3,2,2,3,1,1,3,3,2,5,2
3386,0,3,1,3,2,2,2,2,1,2,5,1,4,1,2
3387,0,7,1,1,1,2,1,2,2,2,6,1,1,5,2
3388,1,2,1,3,2,5,1,2,3,2,6,1,4,6,2
3389,0,1,2,1,1,4,2,2,1,3,9,2,4,1,2
3390,0,3,1,1,4,2,2,2,3,2,6,1,2,1,2
3391,0,3,1,3,5,2,2,2,3,3,8,4,4,1,2
3392,0,1,1,1,2,2,1,2,1,2,6,3,3,1,2
3393,0,7,2,1,1,2,2,2,2,2,6,2,3,6,2
3394,4,1,1,2,2,2,2,1,3,2,5,1,3,6,2
3395,0,1,2,1,2,2,1,1,3,2,5,2,1,6,2
3396,0,9,1,2,4,2,2,3,2,2,5,1,1,1,2
3397,4,1,1,2,2,2,2,2,1,2,6,1,2,5,3
3398,0,1,1,1,1,2,2,3,2,2,6,3,4,4,3
3399,0,2,1,2,4,2,2,2,2,2,6,2,1,5,1
3400,0,2,1,1,2,5,1,2,3,2,6,1,1,5,2
3401,0,1,1,1,1,2,2,2,2,2,6,2,3,1,3
3402,0,1,1,1,1,2,2,2,2,2,6,3,3,1,1
3403,1,4,1,1,1,2,1,2,2,1,3,2,1,1,2
3404,1,7,1,2,1,2,1,1,1,1,2,1,1,6,2
3405,4,2,1,1,5,2,1,1,1,1,3,1,1,1,3
3406,0,4,1,1,4,5,1,2,3,2,6,4,1,1,3
3407,4,1,1,2,1,2,2,3,2,3,9,2,1,1,2
3408,0,2,1,3,4,2,2,2,2,2,5,4,4,4,2
3409,0,1,1,1,2,2,1,2,1,1,3,2,3,1,2
3410,0,7,1,2,2,3,2,2,2,2,5,1,2,6,3
3411,0,5,1,3,2,5,2,2,3,2,6,4,3,1,2
3412,0,3,2,1,4,5,2,2,2,2,5,2,4,4,2
3413,0,1,2,2,2,5,2,2,2,1,3,2,1,5,2
3414,0,7,2,1,1,2,2,2,2,2,6,2,3,6,2
3415,0,1,1,2,4,5,1,2,3,2,6,1,4,1,2
3416,0,8,1,1,2,2,1,3,2,2,6,3,2,1,3
3417,0,6,1,2,4,5,2,2,3,2,5,3,2,4,2
3418,0,1,1,1,2,2,1,2,2,2,6,3,3,1,1
3419,0,2,2,2,2,2,1,1,1,2,4,2,1,1,2
3420,1,7,1,2,4,2,2,2,2,2,6,2,2,6,2
3421,0,6,1,1,5,2,2,2,1,2,6,2,4,5,2
3422,0,1,1,2,4,5,1,2,2,2,5,4,1,6,2
3423,0,2,2,2,5,4,1,2,2,2,6,2,1,6,2
3424,0,1,1,1,4,2,2,3,1,2,6,2,2,6,1
3425,0,4,1,2,4,5,1,2,3,2,6,3,1,3,1
3426,0,1,2,2,2,4,1,2,1,2,5,1,1,4,2
3427,0,1,1,2,1,2,1,2,2,2,4,2,3,6,2
3428,0,7,1,1,1,4,2,2,3,2,6,1,1,1,3
3429,0,1,1,2,1,5,1,3,2,2,6,2,4,1,2
3430,0,1,1,2,2,2,2,1,1,2,4,1,2,5,2
3431,0,2,1,1,2,2,1,2,3,2,4,3,1,1,3
