"id","Number.of.Policies","Response","Coverage","Education","EmploymentStatus","Gender"
4716,1,1,2,5,5,2
4717,1,2,2,2,2,1
4718,1,1,2,5,2,2
4719,2,1,1,1,2,2
4720,7,1,2,1,5,1
4721,2,1,1,2,2,1
4722,2,1,1,2,2,2
4723,4,1,2,4,1,2
4724,3,1,2,5,2,2
4725,8,1,1,4,2,2
4726,1,1,2,2,2,1
4727,5,2,1,1,2,2
4728,1,1,1,4,5,2
4729,1,1,1,2,2,1
4730,5,1,2,1,2,2
4731,3,1,1,4,5,1
4732,7,1,1,3,2,2
4733,2,1,1,4,2,1
4734,3,1,2,2,2,2
4735,9,1,2,3,2,1
4736,7,1,1,4,2,2
4737,1,1,1,1,2,2
4738,3,1,2,1,2,1
4739,1,1,1,1,2,1
4740,1,1,1,2,5,2
4741,2,1,3,1,2,1
4742,1,2,1,2,2,2
4743,5,1,1,2,2,1
4744,2,1,1,2,2,2
4745,4,2,1,2,3,1
4746,1,1,2,4,2,2
4747,1,1,1,5,2,2
4748,2,1,2,1,2,2
4749,6,1,2,4,5,2
4750,1,1,1,4,5,1
4751,1,1,2,2,2,1
4752,1,2,1,4,4,2
4753,2,1,2,1,5,2
4754,9,1,2,2,5,2
4755,9,1,1,2,2,1
4756,3,1,1,1,5,1
4757,1,1,1,3,2,1
4758,1,1,2,1,2,2
4759,1,1,2,1,2,2
4760,1,1,1,1,2,2
4761,4,1,1,4,5,2
4762,7,1,2,1,2,2
4763,3,1,1,1,5,1
4764,3,1,1,2,2,2
4765,2,1,1,5,3,2
4766,1,1,1,2,2,2
4767,5,1,2,2,2,2
4768,9,1,1,2,2,1
4769,3,1,3,1,2,1
4770,7,1,1,5,2,2
4771,1,1,1,4,2,1
4772,2,1,1,1,2,2
4773,8,1,1,4,3,2
4774,1,1,1,1,3,2
4775,1,1,3,2,2,1
4776,9,1,1,1,2,2
4777,4,1,1,4,2,2
4778,8,1,1,3,1,2
4779,9,1,1,1,2,2
4780,1,1,2,1,2,1
4781,5,1,2,4,5,2
4782,1,1,1,2,5,2
4783,9,1,1,2,2,1
4784,3,1,2,2,5,1
4785,8,1,2,2,4,1
4786,9,1,1,2,5,2
4787,2,1,1,4,2,1
4788,1,1,2,5,2,1
4789,1,1,1,4,5,2
4790,4,1,1,4,2,1
4791,1,2,2,4,2,1
4792,7,1,2,2,2,1
4793,1,1,1,4,2,1
4794,8,1,1,1,5,2
4795,2,1,1,2,2,1
4796,1,1,1,1,2,2
4797,2,1,1,1,2,2
4798,2,1,2,4,2,2
4799,1,1,1,4,5,1
4800,1,1,2,4,5,1
4801,1,1,2,2,2,1
4802,4,1,1,2,2,2
4803,2,1,1,4,2,1
4804,2,1,1,2,2,1
4805,9,1,2,1,2,1
4806,1,1,1,1,2,2
4807,2,1,1,2,2,2
4808,4,1,2,4,5,2
4809,2,2,2,2,2,1
4810,5,1,1,2,2,1
4811,3,1,1,2,2,1
4812,2,1,1,5,2,1
4813,1,1,2,4,2,1
4814,2,1,2,1,2,1
4815,2,1,2,2,2,1
4816,1,1,2,1,2,2
4817,6,2,1,1,2,1
4818,3,1,2,2,2,1
4819,1,2,1,2,5,1
4820,6,1,1,2,2,1
4821,9,1,3,1,5,1
4822,6,1,1,4,2,2
4823,1,1,1,2,2,1
4824,9,1,1,2,2,1
4825,8,1,1,1,5,2
4826,1,2,1,2,5,2
4827,2,1,2,2,2,1
4828,9,1,1,5,2,2
4829,9,1,1,1,2,1
4830,1,1,1,4,2,2
4831,1,1,1,1,2,1
4832,1,1,1,1,2,2
4833,1,1,1,2,2,2
4834,3,1,2,5,2,2
4835,1,2,1,2,5,2
4836,1,1,1,4,5,1
4837,1,1,3,2,5,1
4838,9,1,1,1,2,2
4839,2,1,2,1,5,1
4840,5,2,1,1,2,2
4841,8,2,1,1,2,1
4842,3,1,2,4,5,2
4843,1,1,2,2,2,2
4844,2,2,1,1,2,2
4845,1,1,1,1,2,1
4846,2,1,1,5,1,2
4847,2,1,1,1,5,1
4848,2,1,1,4,3,1
4849,7,2,2,5,2,1
4850,2,1,1,2,2,1
4851,2,1,1,3,2,2
4852,1,1,1,2,2,2
4853,1,1,2,2,2,1
4854,2,1,1,1,5,1
4855,1,1,1,1,4,1
4856,3,1,1,2,2,1
4857,8,2,3,5,1,1
4858,9,2,1,4,2,2
4859,2,2,1,2,4,2
4860,2,1,1,4,2,2
4861,3,1,1,2,2,2
4862,2,1,1,1,2,1
4863,2,1,3,4,5,1
4864,3,1,1,1,5,2
4865,1,1,1,2,2,1
4866,1,1,1,1,2,1
4867,1,1,1,1,2,2
4868,1,1,1,2,2,1
4869,7,1,3,1,2,2
4870,1,1,3,4,2,1
4871,2,1,2,1,2,1
4872,3,1,1,5,2,2
4873,1,1,1,4,2,2
4874,2,1,1,1,5,1
4875,1,1,1,4,2,1
4876,1,1,1,2,5,1
4877,3,1,1,1,2,1
4878,4,1,1,2,2,1
4879,1,2,1,2,4,1
4880,1,1,1,2,2,1
4881,1,1,2,5,2,2
4882,7,1,3,1,2,1
4883,2,1,2,2,2,2
4884,1,1,1,4,2,2
4885,2,1,2,2,2,1
4886,2,2,1,4,2,2
4887,2,1,1,1,2,1
4888,1,1,1,2,5,1
4889,1,1,3,4,5,2
4890,9,2,3,4,2,1
4891,2,1,1,4,2,2
4892,1,1,1,2,2,2
4893,2,1,1,1,2,1
4894,1,1,1,2,5,1
4895,2,1,1,4,5,1
4896,1,1,2,2,2,1
4897,2,2,1,1,2,2
4898,3,1,1,2,2,1
4899,2,1,1,4,5,2
4900,8,1,2,4,5,1
4901,3,2,2,1,5,1
4902,1,1,1,2,2,2
4903,1,1,2,4,5,1
4904,2,1,2,1,5,1
4905,4,1,1,3,2,1
4906,2,1,1,2,2,2
4907,6,1,3,2,2,1
4908,2,1,2,2,5,1
4909,8,1,1,1,2,1
4910,3,1,1,4,2,2
4911,2,2,2,1,5,1
4912,3,1,2,2,2,2
4913,2,1,1,2,2,2
4914,2,1,1,4,2,2
4915,2,1,1,3,1,2
4916,2,1,3,2,2,1
4917,2,1,1,2,1,1
4918,1,2,2,4,2,1
4919,2,1,1,4,5,1
4920,2,1,1,4,5,2
4921,2,1,2,1,5,1
4922,3,1,1,1,2,2
4923,2,2,1,1,1,1
4924,1,1,1,1,3,2
4925,3,1,1,4,2,2
4926,6,2,2,2,4,1
4927,3,1,1,4,2,2
4928,2,1,1,1,2,2
4929,2,1,1,2,2,1
4930,7,1,3,1,5,2
4931,2,1,2,4,2,2
4932,1,1,1,4,5,2
4933,1,1,1,5,2,1
4934,3,2,2,4,2,2
4935,2,1,2,5,2,1
4936,1,2,1,3,1,1
4937,1,1,2,2,5,1
4938,2,1,1,5,2,1
4939,1,1,2,2,2,1
4940,1,1,1,4,5,2
4941,6,1,1,2,2,2
4942,5,2,1,2,2,2
4943,6,1,2,2,2,1
4944,3,1,2,1,5,2
4945,2,1,2,2,2,2
4946,1,1,2,4,5,2
4947,9,1,2,1,2,2
4948,1,1,1,4,5,2
4949,2,1,2,1,5,2
4950,2,1,1,1,2,2
4951,2,2,3,2,2,2
4952,3,1,1,1,2,2
4953,1,2,2,2,4,1
4954,1,1,2,2,2,2
4955,1,1,1,2,2,1
4956,1,1,2,4,2,2
4957,2,1,1,2,2,2
4958,6,1,1,4,2,1
4959,1,1,1,2,5,1
4960,3,2,1,5,1,1
4961,1,1,3,4,5,2
4962,1,1,1,4,2,2
4963,1,1,1,4,5,2
4964,2,1,2,2,5,1
4965,1,1,1,4,5,2
4966,9,1,1,2,5,1
4967,1,1,1,4,2,1
4968,2,1,1,2,3,2
4969,9,1,2,4,2,2
4970,1,1,1,2,2,1
4971,3,1,1,5,2,1
4972,2,1,2,1,3,2
4973,1,1,1,4,5,1
4974,9,1,3,4,2,1
4975,2,1,2,2,2,2
4976,1,1,1,2,2,1
4977,5,2,1,1,5,1
4978,1,1,2,2,2,2
4979,1,1,1,4,5,2
4980,2,1,1,2,5,1
4981,1,1,2,1,1,2
4982,1,2,1,4,4,2
4983,2,1,2,5,1,1
4984,4,1,1,1,5,1
4985,1,1,3,4,2,1
4986,1,1,2,2,2,1
4987,1,1,2,2,2,1
4988,2,1,1,2,2,2
4989,5,1,1,4,5,2
4990,1,1,2,1,3,1
4991,1,1,1,2,5,1
4992,8,1,1,1,2,2
4993,1,1,1,3,2,1
4994,3,1,1,1,2,2
4995,1,1,1,4,2,1
4996,5,1,1,5,2,2
4997,3,1,3,1,3,1
4998,1,1,1,2,2,1
4999,1,1,1,1,5,2
5000,4,1,1,4,2,1
5001,7,1,1,1,3,1
5002,2,1,3,4,2,2
5003,3,1,1,5,2,1
5004,2,1,1,4,2,1
5005,7,1,1,2,1,1
5006,1,1,2,4,2,2
5007,6,1,1,2,2,2
5008,2,1,1,2,5,1
5009,1,2,2,2,5,1
5010,2,1,1,2,2,2
5011,2,1,2,4,5,2
5012,1,1,2,4,2,2
5013,2,2,1,2,2,2
5014,3,1,1,1,5,1
5015,5,1,1,4,5,1
5016,1,1,1,2,2,1
5017,3,1,1,2,5,1
5018,2,2,1,1,2,2
5019,9,1,1,4,2,2
5020,1,1,1,2,2,1
5021,2,2,1,4,2,1
5022,4,2,1,2,3,1
5023,3,1,2,2,2,1
5024,2,1,2,1,5,1
5025,2,1,1,4,5,2
5026,1,1,1,4,2,2
5027,1,1,1,4,2,2
5028,1,1,1,4,5,1
5029,4,1,3,4,5,1
5030,1,1,2,2,3,1
5031,3,1,1,1,5,2
5032,3,1,2,4,2,1
5033,5,1,2,4,2,2
5034,3,1,2,2,5,1
5035,1,1,1,1,2,2
5036,7,1,1,1,5,2
5037,3,1,1,4,2,2
5038,2,1,3,4,2,1
5039,2,1,1,1,2,2
5040,1,2,2,5,2,1
5041,1,1,1,2,2,2
5042,2,1,1,1,5,1
5043,1,1,1,4,2,1
5044,5,1,1,2,2,2
5045,1,1,2,2,2,1
5046,1,1,1,2,5,2
5047,1,1,1,4,2,1
5048,3,2,2,4,2,1
5049,2,1,1,2,5,2
5050,3,2,2,4,2,2
5051,2,1,1,2,2,2
5052,2,1,2,5,2,1
5053,8,2,1,4,2,2
5054,2,1,2,4,5,2
5055,2,1,1,2,2,1
5056,5,1,1,2,5,1
5057,1,1,2,1,1,2
5058,1,1,3,4,5,2
5059,9,2,1,2,2,1
5060,2,1,1,1,2,2
5061,1,1,2,1,2,1
5062,4,1,1,1,2,2
5063,9,1,1,2,2,2
5064,1,1,3,1,5,1
5065,2,1,2,2,5,1
5066,1,1,2,1,5,2
5067,1,1,1,4,1,2
5068,1,1,1,1,2,1
5069,4,1,1,5,2,2
5070,1,1,1,1,1,2
5071,4,2,2,3,5,1
5072,2,1,3,2,5,2
5073,2,1,2,4,2,2
5074,2,1,1,4,3,2
5075,1,1,3,4,5,2
5076,2,1,1,1,2,2
5077,8,1,2,1,2,2
5078,1,2,2,2,3,2
5079,3,1,1,2,2,1
5080,3,1,2,4,2,1
5081,1,1,2,1,2,2
5082,1,1,1,1,5,2
5083,7,1,1,3,2,2
5084,9,1,1,4,5,2
5085,2,2,3,1,1,1
5086,2,1,1,1,2,1
5087,2,1,1,4,2,2
5088,2,1,1,2,5,2
5089,1,2,2,1,2,1
5090,1,1,3,4,3,1
5091,1,1,1,5,2,1
5092,1,1,1,2,5,1
5093,1,1,3,4,2,1
5094,2,1,2,1,5,1
5095,2,1,1,1,2,2
5096,1,1,1,1,5,1
5097,5,2,1,1,5,1
5098,3,2,1,5,1,1
5099,2,1,1,4,2,1
5100,4,1,1,2,2,1
5101,1,1,1,3,2,2
5102,4,1,1,5,2,2
5103,2,1,1,1,2,1
5104,1,1,2,2,2,1
5105,2,1,1,5,2,2
5106,3,1,1,4,5,2
5107,2,1,1,1,5,1
5108,1,1,1,1,2,1
5109,1,1,1,1,2,2
5110,2,1,2,2,2,2
5111,1,1,2,5,5,1
5112,6,1,1,2,2,1
5113,1,1,3,2,5,1
5114,2,1,1,1,2,1
5115,2,1,3,1,2,1
5116,1,1,2,4,5,2
5117,7,1,1,1,2,2
5118,8,1,3,4,2,1
5119,6,1,2,1,2,2
5120,1,2,2,2,2,1
5121,1,1,1,2,2,1
5122,1,2,1,4,2,1
5123,4,1,1,4,5,1
5124,9,1,1,1,2,2
5125,3,1,2,4,2,1
5126,2,1,3,4,5,2
5127,5,1,1,5,2,2
5128,5,1,3,1,5,1
5129,2,1,2,2,5,2
5130,1,1,1,4,2,2
5131,2,1,1,5,2,2
5132,1,1,2,2,2,1
5133,9,1,1,4,2,2
5134,5,1,1,1,5,2
5135,9,1,1,1,2,1
5136,2,1,2,1,5,1
5137,2,1,2,1,5,1
5138,5,2,1,2,2,2
5139,2,1,2,2,2,1
5140,2,1,2,4,2,2
5141,6,1,2,4,1,2
5142,3,1,2,2,2,1
5143,1,1,2,2,3,2
5144,1,1,1,2,5,2
5145,4,1,1,1,5,2
5146,1,1,2,1,5,1
5147,9,1,2,1,2,2
5148,2,2,1,5,4,1
5149,2,1,1,2,2,2
5150,3,2,1,4,2,1
5151,1,1,1,2,2,2
5152,7,1,1,2,2,1
5153,8,1,1,2,2,1
5154,2,1,1,1,2,2
5155,2,1,1,2,2,2
5156,3,1,2,4,2,1
5157,1,1,2,4,5,2
5158,2,1,3,2,2,2
5159,1,1,1,4,5,1
5160,1,1,1,5,2,2
5161,3,1,1,1,2,2
5162,2,1,1,1,2,2
5163,4,1,1,2,2,2
5164,8,1,1,2,3,2
5165,2,1,1,1,2,1
5166,6,1,2,4,2,2
5167,6,1,2,4,2,2
5168,1,2,1,1,1,1
5169,2,2,1,4,3,1
5170,1,1,1,4,2,2
5171,2,1,1,1,2,1
5172,3,1,1,2,2,2
5173,5,1,3,1,2,1
5174,7,1,2,1,3,1
5175,2,1,1,4,3,2
5176,2,1,1,2,2,1
5177,7,1,1,4,2,2
5178,2,1,1,2,5,2
5179,1,1,2,1,2,2
5180,9,1,2,2,5,1
5181,2,1,1,5,2,2
5182,1,1,1,2,2,2
5183,2,1,2,1,5,1
5184,1,1,1,1,5,2
5185,1,1,1,1,2,1
5186,1,1,1,1,2,2
5187,3,2,1,4,5,2
5188,1,1,1,5,2,2
5189,7,1,1,1,2,1
5190,1,1,1,4,2,1
5191,1,1,2,5,2,2
5192,3,2,1,2,3,2
5193,2,1,2,4,5,2
5194,1,1,1,2,5,1
5195,3,1,3,4,2,2
5196,4,1,2,4,5,2
5197,2,1,1,2,2,1
5198,3,1,1,1,2,2
5199,2,1,1,2,2,1
5200,8,1,1,4,2,2
5201,9,1,2,4,5,2
5202,3,1,1,4,2,2
5203,2,1,1,1,2,1
5204,5,1,3,1,3,2
5205,1,1,2,4,2,1
5206,8,1,2,2,2,1
5207,5,1,3,4,2,2
5208,1,2,1,1,5,2
5209,2,1,1,4,2,1
5210,2,1,1,1,5,1
5211,1,1,1,4,2,1
5212,1,1,3,2,3,1
5213,2,1,2,5,2,2
5214,3,1,1,1,2,2
5215,1,1,1,1,2,1
5216,9,1,1,4,2,2
5217,4,1,2,2,5,1
5218,7,2,1,3,2,1
5219,3,1,3,1,5,1
5220,6,1,1,2,5,2
5221,1,1,1,5,5,2
5222,2,1,1,5,2,1
5223,2,1,1,4,2,1
5224,7,1,1,2,5,1
5225,2,1,3,4,4,1
5226,2,1,1,4,5,1
5227,8,1,1,1,5,2
5228,2,1,2,1,5,1
5229,1,1,1,1,5,1
5230,2,1,2,1,2,1
5231,2,1,1,1,5,2
5232,1,1,1,5,2,2
5233,7,1,1,5,3,1
5234,1,1,1,1,5,1
5235,1,1,2,1,5,1
5236,2,2,2,1,2,1
5237,3,1,2,5,2,2
5238,1,2,1,1,1,2
5239,2,1,1,1,1,2
5240,3,1,2,2,2,1
5241,3,2,1,5,2,2
5242,1,1,2,4,5,1
5243,7,1,1,4,2,2
5244,2,1,3,4,2,1
5245,4,1,2,2,5,1
5246,3,1,3,4,5,1
5247,2,1,1,2,2,1
5248,8,1,1,5,2,1
5249,2,2,1,4,2,1
5250,9,1,1,2,2,2
5251,2,1,1,1,5,2
5252,1,1,1,4,2,2
5253,6,1,1,1,5,1
5254,6,1,2,2,5,2
5255,1,1,1,2,2,1
5256,3,1,1,4,2,1
5257,2,2,1,4,2,1
5258,1,1,1,2,5,2
5259,1,2,1,2,2,1
5260,3,1,2,2,2,2
5261,3,1,2,5,5,2
5262,2,1,1,2,3,1
5263,2,1,1,1,2,1
5264,2,1,2,1,2,2
5265,1,1,3,2,2,2
5266,3,2,1,4,5,1
5267,2,1,1,1,5,1
5268,2,1,1,1,2,1
5269,1,2,1,1,2,2
5270,5,2,2,1,5,1
5271,1,1,2,4,2,1
5272,1,1,1,4,3,1
5273,2,1,2,4,2,2
5274,6,1,3,2,2,2
5275,1,2,3,4,5,2
5276,2,1,1,1,2,2
5277,1,1,1,1,2,2
5278,5,1,1,2,2,2
5279,2,1,1,5,1,1
5280,2,1,1,1,2,2
5281,2,1,2,2,5,1
5282,2,1,1,3,2,2
5283,1,1,2,2,1,1
5284,9,1,1,1,2,2
5285,1,1,1,2,2,1
5286,3,2,1,4,2,1
5287,9,1,2,2,2,1
5288,2,1,1,2,2,2
5289,2,1,1,1,2,2
5290,2,2,1,2,5,1
5291,3,1,2,2,2,2
5292,1,2,2,5,2,2
5293,1,1,1,2,1,2
5294,2,1,2,5,2,2
5295,2,1,2,4,5,2
5296,1,1,1,1,2,1
5297,2,2,2,4,4,1
5298,5,1,1,3,2,2
5299,3,1,3,4,5,2
5300,3,1,1,4,2,2
5301,1,2,2,1,2,1
5302,1,1,2,2,2,2
5303,3,1,1,2,5,1
5304,3,1,1,1,5,2
5305,2,1,1,2,2,2
5306,1,1,3,1,2,1
5307,2,1,2,1,2,2
5308,2,1,2,3,2,2
5309,1,1,1,4,2,1
5310,2,2,3,4,2,1
5311,2,1,1,1,2,1
5312,2,1,1,1,2,1
5313,2,1,1,2,5,1
5314,7,1,1,4,2,2
5315,7,1,2,5,2,2
5316,2,1,1,4,2,1
5317,2,1,2,4,1,2
5318,2,1,1,5,5,2
5319,2,1,1,4,2,2
5320,1,1,2,4,2,2
5321,2,1,1,2,2,1
5322,2,1,1,2,2,1
5323,8,1,1,3,2,2
5324,3,1,1,1,2,1
5325,1,1,2,5,2,1
5326,3,1,1,2,2,2
5327,2,1,1,1,2,1
5328,6,1,1,2,2,1
5329,2,1,1,4,2,2
5330,3,1,2,1,2,1
5331,2,1,2,1,2,1
5332,1,1,1,5,2,1
5333,2,2,3,4,2,1
5334,1,2,1,4,3,1
5335,1,1,2,4,2,1
5336,1,1,3,2,1,2
5337,1,1,2,4,2,1
5338,1,1,2,1,2,1
5339,4,1,1,1,2,1
5340,1,1,3,5,2,2
5341,6,1,1,2,2,1
5342,2,1,2,1,2,1
5343,1,1,1,2,2,1
5344,2,1,1,1,3,2
5345,4,1,2,2,2,1
5346,1,1,2,1,5,2
5347,2,1,1,2,5,1
5348,2,1,1,1,2,1
5349,4,1,2,3,2,2
5350,2,1,1,2,2,2
5351,2,1,1,2,5,1
5352,1,1,3,4,2,2
5353,2,1,2,5,2,1
5354,8,1,1,1,2,2
5355,1,2,3,2,2,2
5356,7,1,1,4,2,1
5357,1,1,2,4,5,1
5358,1,2,2,4,2,1
5359,1,1,2,4,3,2
5360,6,1,1,2,5,1
5361,6,1,1,2,5,1
5362,5,1,2,5,2,1
5363,2,1,1,1,5,2
5364,9,1,2,2,2,1
5365,1,1,1,4,5,2
5366,4,1,3,4,2,1
5367,3,2,1,5,2,2
5368,1,1,1,4,2,1
5369,4,1,2,4,5,1
5370,2,1,1,2,2,1
5371,3,1,1,2,2,2
5372,2,1,2,4,2,2
5373,9,1,2,4,2,1
5374,1,1,1,2,2,2
5375,1,1,2,2,5,2
5376,1,2,1,2,5,1
5377,8,2,3,5,1,1
5378,6,1,1,2,5,2
5379,1,1,2,1,2,1
5380,1,1,1,4,5,1
5381,9,2,2,1,4,2
5382,2,1,3,1,1,1
5383,1,1,1,5,2,1
5384,1,1,1,2,2,1
5385,2,1,3,4,5,2
5386,9,1,3,1,2,2
5387,1,1,2,1,2,2
5388,1,1,2,4,2,2
5389,3,1,3,4,5,1
5390,1,1,3,2,2,2
5391,7,1,2,4,5,1
5392,3,1,3,1,5,2
5393,7,2,1,1,2,1
5394,1,2,1,5,2,1
5395,2,1,2,4,2,1
5396,2,1,2,2,2,2
5397,2,2,1,1,1,1
5398,3,2,1,2,5,1
5399,3,1,1,4,2,2
5400,1,2,1,2,2,2
5401,8,1,1,4,2,1
5402,1,1,1,4,1,1
5403,3,2,1,2,4,2
5404,2,1,2,3,2,1
5405,2,1,1,5,5,2
5406,1,1,1,2,2,1
5407,1,1,1,2,2,1
5408,6,2,1,1,2,2
5409,1,1,2,4,5,2
5410,1,1,2,1,5,1
5411,2,1,3,2,3,2
5412,4,1,1,2,5,2
5413,6,2,1,1,2,2
5414,4,1,2,2,2,1
5415,4,1,2,4,2,1
5416,2,1,1,2,2,1
5417,3,1,1,3,1,2
5418,6,1,2,5,2,1
5419,1,1,1,4,5,1
5420,1,2,1,4,4,1
5421,1,1,1,2,2,1
5422,8,1,1,2,2,2
5423,2,1,1,4,2,2
5424,4,1,3,1,5,2
5425,3,1,2,4,2,1
5426,7,2,1,4,5,2
5427,1,1,1,2,5,1
5428,3,1,2,2,2,1
5429,1,1,1,1,3,1
5430,1,1,1,1,2,1
5431,2,2,2,2,4,1
5432,1,1,1,2,1,1
5433,3,1,1,2,2,2
5434,2,1,1,1,2,2
5435,5,1,3,1,3,1
5436,2,1,3,2,5,1
5437,2,1,1,5,2,2
5438,1,1,3,1,2,1
5439,8,1,2,1,5,1
5440,5,1,1,4,3,1
5441,1,1,1,5,2,1
5442,2,1,1,1,2,2
5443,1,1,1,2,2,1
5444,1,1,3,1,1,1
5445,1,1,2,2,2,1
5446,4,1,1,2,2,2
5447,2,1,1,1,2,1
5448,1,1,3,2,5,2
5449,1,1,1,4,2,2
5450,5,1,1,4,3,1
5451,1,1,1,1,5,2
5452,1,1,1,4,2,2
5453,4,1,1,1,5,1
5454,3,1,1,1,2,1
5455,2,1,1,5,2,1
5456,2,1,2,2,2,1
5457,2,1,1,1,2,1
5458,1,1,1,2,2,2
5459,3,2,1,5,2,2
5460,4,1,1,3,3,2
5461,3,2,1,2,2,2
5462,1,1,2,4,5,2
5463,2,1,1,4,2,1
5464,1,2,1,4,2,2
5465,3,1,1,3,2,1
5466,2,1,1,1,5,1
5467,3,1,1,1,1,1
5468,1,2,1,4,2,2
5469,6,1,2,2,2,1
5470,3,1,1,1,2,2
5471,1,1,1,2,2,1
5472,1,1,3,5,2,1
5473,1,1,3,2,3,1
5474,7,1,3,1,3,1
5475,1,1,1,5,5,2
5476,1,2,1,1,5,1
5477,6,1,1,1,5,1
5478,1,2,1,2,4,2
5479,2,1,1,2,2,2
5480,1,1,2,2,5,2
5481,3,1,2,1,5,2
5482,3,1,1,5,2,1
5483,8,2,2,4,2,2
5484,3,1,2,4,2,1
5485,4,1,1,2,2,1
5486,2,1,2,1,3,2
5487,1,1,1,2,2,2
5488,2,1,3,2,2,2
5489,1,1,2,1,2,2
5490,2,1,1,1,2,1
5491,2,1,1,3,2,2
5492,2,1,2,4,5,1
5493,1,1,1,1,5,2
5494,3,1,3,5,2,1
5495,1,1,2,3,5,2
5496,2,1,1,4,2,1
5497,2,1,1,2,5,2
5498,2,1,2,4,5,2
5499,2,1,1,1,2,2
5500,9,2,2,1,4,2
5501,4,1,1,1,5,2
5502,2,1,1,1,5,1
5503,2,1,1,4,2,1
5504,1,1,1,2,5,1
5505,2,1,3,1,2,2
5506,5,2,1,2,2,2
5507,1,1,1,4,2,1
5508,8,2,2,2,2,1
5509,6,1,2,4,2,2
5510,3,1,1,4,5,2
5511,1,1,2,1,2,1
5512,3,1,1,4,2,2
5513,1,1,1,4,2,2
5514,1,1,1,4,5,2
5515,1,1,2,2,2,2
5516,3,2,1,4,5,1
5517,1,1,2,1,5,2
5518,1,2,1,1,2,1
5519,2,1,2,4,2,2
5520,2,1,3,4,2,1
5521,6,1,1,1,5,2
5522,6,1,2,1,2,1
5523,7,1,2,4,3,2
5524,1,1,2,4,2,2
5525,2,1,3,1,2,2
5526,2,1,2,5,2,2
5527,1,1,2,1,2,2
5528,2,1,2,3,2,2
5529,2,1,2,2,2,1
5530,1,2,2,2,2,1
5531,4,1,2,2,5,1
5532,1,1,2,1,2,2
5533,1,1,1,4,5,1
5534,1,2,1,1,3,2
5535,2,1,1,4,5,2
5536,2,1,1,4,2,1
5537,1,1,1,2,2,2
5538,2,1,2,1,2,1
5539,2,1,3,2,3,1
5540,5,1,2,2,3,1
5541,3,1,3,2,1,1
5542,3,1,1,2,5,1
5543,5,1,1,2,2,1
5544,1,1,2,2,2,2
5545,2,2,2,1,5,1
5546,3,1,2,4,5,1
5547,2,1,3,4,2,1
5548,3,1,2,1,2,1
5549,2,1,1,4,2,1
5550,5,1,2,1,5,2
5551,3,1,2,2,2,1
5552,2,1,1,1,2,1
5553,8,1,2,4,2,1
5554,5,1,3,1,2,2
5555,2,1,3,4,2,1
5556,3,1,1,3,2,2
5557,1,1,1,4,4,2
5558,9,1,2,1,2,2
5559,7,1,3,1,5,2
5560,3,1,1,1,2,2
5561,2,1,2,4,2,1
5562,1,2,2,4,5,1
5563,1,1,2,2,2,2
5564,2,1,2,2,2,2
5565,2,1,1,1,2,1
5566,3,1,1,1,2,2
5567,1,1,1,4,2,2
5568,8,1,1,2,2,2
5569,3,1,1,2,2,2
5570,5,1,1,5,2,1
5571,1,1,2,2,2,2
5572,3,1,2,4,5,2
5573,9,1,2,4,1,1
5574,8,1,1,4,2,1
5575,8,1,1,5,2,1
5576,1,1,1,2,2,2
5577,1,1,2,2,2,2
5578,3,1,1,2,2,1
5579,1,1,1,1,5,1
5580,3,1,2,1,2,2
5581,1,1,2,1,2,1
5582,2,1,1,2,2,1
5583,3,1,1,5,2,2
5584,1,1,2,1,5,2
5585,5,1,1,5,2,2
5586,2,1,1,1,2,1
5587,1,2,2,2,2,1
5588,1,1,1,1,2,1
5589,9,1,2,1,2,2
5590,2,1,3,1,2,2
5591,1,1,1,5,2,2
5592,1,1,1,4,2,2
5593,3,1,3,2,2,2
5594,2,1,3,2,1,2
5595,7,1,1,1,2,1
5596,3,1,1,5,2,1
5597,5,1,1,4,2,2
5598,1,1,2,1,2,1
5599,1,1,3,5,3,2
5600,1,2,2,4,4,2
5601,7,1,1,2,2,2
5602,1,1,1,1,1,2
5603,1,1,1,2,2,2
5604,7,1,1,4,2,2
5605,8,1,1,1,5,2
5606,1,1,1,1,2,2
5607,3,1,1,1,2,1
5608,3,1,3,2,2,1
5609,2,1,2,2,2,2
5610,9,1,1,2,5,2
5611,1,1,2,4,2,2
5612,1,1,2,2,2,1
5613,2,1,2,2,4,2
5614,2,1,1,4,2,2
5615,3,1,1,4,5,1
5616,1,1,1,4,2,2
5617,4,1,2,1,2,1
5618,6,1,1,1,2,1
5619,1,1,2,2,2,1
5620,2,1,3,1,2,1
5621,1,1,1,2,3,2
5622,2,1,1,4,5,2
5623,2,1,1,1,1,2
5624,3,1,2,1,5,2
5625,8,1,2,4,2,1
5626,2,2,1,4,3,1
5627,2,1,1,4,2,2
5628,7,1,2,4,2,1
5629,3,1,1,5,2,1
5630,2,1,2,1,4,1
5631,1,1,1,2,5,2
5632,3,1,1,1,3,2
5633,1,2,1,3,1,1
5634,1,1,2,3,2,1
5635,2,1,2,2,2,2
5636,1,1,1,2,2,1
5637,3,1,1,5,2,1
5638,1,2,1,4,2,1
5639,5,1,1,2,2,2
5640,9,1,1,4,2,2
5641,1,1,1,4,2,2
5642,9,2,1,2,2,1
5643,2,2,1,4,1,1
5644,1,1,1,2,2,2
5645,1,1,1,1,5,2
